FAKE_IIN;FLREQUESTDATE;FLQUEUEDATE;FLCATEGORY;FLSUBCATEGORY;FLQUEUENUMBER;N_APPLICATIONS;IN_FL;ADDRESS_REGISTRATION_STATUS;REGION_APPLICANT;REAL_ESTATE_STATUS;DEAD_STATUS;N_CRITERIA_FAILED;STATUS_FAILED;SK_FAMILY_ID;FAMILY_CAT_NEW;CNT_MEM;SDU_LOAD_IN_DT
261430555010;2024-02-03 15:04:10;2023-03-22 15:04:10;Госслужащие;Малообеспеченные;8693;2;ИИН есть в реестре ФЛ;Нет прописки;Астана;Нет недвижимости;Умер;1;Не соответствует;15800662;B;1;2025-05-28 12:31:40
485420529085;2024-09-10 22:09:48;2021-10-22 22:09:48;Госслужащие;Лица с инвалидностью;7284;3;ИИН есть в реестре ФЛ;Нет прописки;Костанайская;Нет недвижимости;Живой;3;Соответствует;16369717;A;1;2025-05-30 19:51:56
693682014807;2024-09-28 21:15:28;2020-12-16 21:15:28;Неполные семьи;Пенсионеры по возрасту;3009;3;ИИН есть в реестре ФЛ;Есть прописка;Мангистауская;Нет недвижимости;Живой;1;Частично соответствует;96693468;D;10;2025-05-26 11:30:38
715698446961;2023-06-26 17:23:17;2019-09-09 17:23:17;Социально-уязвимые;Неполная семья;9076;4;ИИН есть в реестре ФЛ;Нет прописки;Алматы;Нет недвижимости;Умер;0;Частично соответствует;34478141;B;4;2025-06-11 23:59:54
675873735832;2023-12-26 07:41:44;2021-09-19 07:41:44;Госслужащие;Пенсионеры по возрасту;4271;1;ИИН есть в реестре ФЛ;Есть прописка;Костанайская;Нет недвижимости;Живой;1;Не соответствует;23976377;A;10;2025-06-16 21:43:38
422395970858;2023-11-25 15:51:31;2023-05-27 15:51:31;Госслужащие;Малообеспеченные;9250;5;ИИН есть в реестре ФЛ;Есть прописка;Жамбылская;Есть недвижимость;Умер;3;Соответствует;65435230;B;9;2025-06-14 23:55:00
431773948470;2024-05-25 00:22:35;2020-07-23 00:22:35;Пенсионеры;Семьи с детьми-инвалидами;7970;1;ИИН есть в реестре ФЛ;Есть прописка;Жамбылская;Нет недвижимости;Живой;2;Соответствует;32674466;D;1;2025-05-29 17:54:20
886429909572;2024-01-09 13:38:22;2020-06-04 13:38:22;Госслужащие;Малообеспеченные;9391;2;ИИН есть в реестре ФЛ;Нет прописки;Атырауская;Нет недвижимости;Умер;3;Соответствует;22053752;A;8;2025-06-12 10:32:25
184772439634;2024-08-29 00:25:10;2022-10-20 00:25:10;Госслужащие;Лица с инвалидностью;4077;5;ИИН есть в реестре ФЛ;Нет прописки;Жетысуская;Есть недвижимость;Умер;2;Соответствует;11132560;D;6;2025-06-12 09:51:58
609823003320;2024-11-14 14:21:52;2021-11-11 14:21:52;Неполные семьи;Неполная семья;3934;3;ИИН есть в реестре ФЛ;Есть прописка;Павлодарская;Есть недвижимость;Умер;2;Не соответствует;98747701;B;2;2025-05-29 07:28:38
414333875148;2024-04-29 19:25:44;2021-12-25 19:25:44;Неполные семьи;Лица с инвалидностью;1774;3;ИИН есть в реестре ФЛ;Нет прописки;Костанайская;Есть недвижимость;Умер;3;Частично соответствует;78736539;D;1;2025-06-04 06:42:06
917292439342;2024-12-21 11:30:35;2023-02-05 11:30:35;Неполные семьи;Неполная семья;2971;2;ИИН есть в реестре ФЛ;Нет прописки;Алматы;Есть недвижимость;Умер;3;Не соответствует;45143810;A;3;2025-06-18 00:09:12
365976439828;2023-12-10 11:21:26;2021-11-25 11:21:26;Пенсионеры;Малообеспеченные;8038;3;ИИН есть в реестре ФЛ;Есть прописка;Улытауская;Нет недвижимости;Умер;0;Частично соответствует;72809158;C;9;2025-06-12 05:45:22
165644834422;2024-09-12 01:47:29;2023-07-19 01:47:29;Пенсионеры;Лица с инвалидностью;8789;5;ИИН есть в реестре ФЛ;Есть прописка;Актюбинская;Есть недвижимость;Умер;0;Частично соответствует;27435807;C;5;2025-06-16 05:22:52
179691724468;2024-11-12 02:04:32;2023-07-13 02:04:32;Неполные семьи;Семьи с детьми-инвалидами;8269;1;ИИН есть в реестре ФЛ;Нет прописки;Жамбылская;Есть недвижимость;Живой;2;Соответствует;47805979;A;4;2025-06-23 20:01:20
758271989777;2025-03-30 05:59:27;2025-02-27 05:59:27;Неполные семьи;Пенсионеры по возрасту;2675;1;ИИН есть в реестре ФЛ;Нет прописки;Карагандинская;Нет недвижимости;Умер;3;Соответствует;23099297;C;9;2025-06-08 02:54:43
280732118051;2024-08-05 07:25:11;2020-11-29 07:25:11;Социально-уязвимые;Неполная семья;729;4;ИИН есть в реестре ФЛ;Есть прописка;Мангистауская;Нет недвижимости;Умер;3;Частично соответствует;18610262;A;10;2025-06-16 08:47:48
195130164003;2023-11-15 00:03:09;2021-03-21 00:03:09;Пенсионеры;Лица с инвалидностью;5538;4;ИИН есть в реестре ФЛ;Есть прописка;Жетысуская;Нет недвижимости;Умер;2;Соответствует;19044687;C;4;2025-06-18 03:36:33
978419582046;2023-08-09 03:29:30;2023-02-27 03:29:30;Пенсионеры;Лица с инвалидностью;5799;1;ИИН есть в реестре ФЛ;Есть прописка;Карагандинская;Есть недвижимость;Умер;0;Соответствует;46251568;A;3;2025-06-07 22:21:49
960745159451;2025-01-10 13:14:09;2022-12-25 13:14:09;Госслужащие;Лица с инвалидностью;7693;2;ИИН есть в реестре ФЛ;Нет прописки;СКО;Нет недвижимости;Умер;2;Не соответствует;18499459;C;6;2025-06-06 02:21:34
494617019138;2024-08-28 09:53:54;2022-08-05 09:53:54;Госслужащие;Лица с инвалидностью;1139;1;ИИН есть в реестре ФЛ;Есть прописка;Мангистауская;Есть недвижимость;Умер;3;Частично соответствует;24400970;D;8;2025-06-01 21:19:54
309704297947;2023-08-23 14:14:30;2021-09-27 14:14:30;Неполные семьи;Пенсионеры по возрасту;1686;3;ИИН есть в реестре ФЛ;Есть прописка;Алматы;Есть недвижимость;Умер;0;Соответствует;93182433;B;1;2025-06-20 03:00:44
307652154088;2024-03-06 19:09:30;2021-10-25 19:09:30;Госслужащие;Семьи с детьми-инвалидами;6837;2;ИИН есть в реестре ФЛ;Есть прописка;Улытауская;Есть недвижимость;Живой;3;Соответствует;97015297;C;2;2025-05-27 04:12:53
896406092774;2025-01-23 17:48:44;2024-09-14 17:48:44;Социально-уязвимые;Лица с инвалидностью;1140;5;ИИН есть в реестре ФЛ;Есть прописка;Мангистауская;Есть недвижимость;Умер;0;Соответствует;24921319;D;1;2025-05-27 00:32:26
852940101963;2025-05-04 09:13:51;2022-03-03 09:13:51;Госслужащие;Пенсионеры по возрасту;4996;3;ИИН есть в реестре ФЛ;Есть прописка;СКО;Есть недвижимость;Живой;3;Соответствует;85394475;C;5;2025-06-11 10:34:28
850630868049;2024-06-04 17:40:28;2022-11-16 17:40:28;Социально-уязвимые;Пенсионеры по возрасту;9603;1;ИИН есть в реестре ФЛ;Нет прописки;Жамбылская;Есть недвижимость;Живой;1;Не соответствует;94692240;A;10;2025-05-26 10:47:07
622118360853;2025-01-08 18:48:12;2024-04-06 18:48:12;Госслужащие;Неполная семья;5781;3;ИИН есть в реестре ФЛ;Есть прописка;Карагандинская;Нет недвижимости;Умер;3;Соответствует;10749447;D;3;2025-06-06 22:04:17
311026034868;2025-01-19 13:41:35;2022-02-13 13:41:35;Социально-уязвимые;Семьи с детьми-инвалидами;4837;1;ИИН есть в реестре ФЛ;Нет прописки;Астана;Есть недвижимость;Живой;3;Не соответствует;30904464;C;9;2025-06-06 08:04:04
641425309261;2024-05-10 10:48:06;2020-08-27 10:48:06;Неполные семьи;Неполная семья;2337;5;ИИН есть в реестре ФЛ;Есть прописка;Шымкент;Нет недвижимости;Умер;0;Не соответствует;40657239;D;9;2025-06-09 14:27:34
585873433767;2025-03-29 05:31:30;2023-11-04 05:31:30;Неполные семьи;Семьи с детьми-инвалидами;8604;4;ИИН есть в реестре ФЛ;Есть прописка;Астана;Нет недвижимости;Живой;1;Не соответствует;16062731;B;1;2025-06-17 09:37:50
932370194887;2023-12-12 02:08:34;2021-07-27 02:08:34;Пенсионеры;Малообеспеченные;9965;2;ИИН есть в реестре ФЛ;Есть прописка;Алматы;Нет недвижимости;Умер;2;Частично соответствует;92605399;C;8;2025-05-27 19:36:46
692421853920;2024-08-09 07:53:51;2023-11-10 07:53:51;Неполные семьи;Лица с инвалидностью;2460;5;ИИН есть в реестре ФЛ;Есть прописка;Жетысуская;Есть недвижимость;Живой;3;Не соответствует;62893738;D;10;2025-06-04 22:17:40
502031935526;2023-11-06 09:11:41;2021-01-09 09:11:41;Пенсионеры;Неполная семья;9571;4;ИИН есть в реестре ФЛ;Есть прописка;Костанайская;Есть недвижимость;Живой;0;Соответствует;84852544;B;6;2025-06-06 17:23:41
921075069751;2023-12-30 23:18:20;2022-07-04 23:18:20;Многодетные семьи;Семьи с детьми-инвалидами;2779;1;ИИН есть в реестре ФЛ;Нет прописки;Кызылординская;Есть недвижимость;Умер;0;Частично соответствует;90237672;C;9;2025-06-05 00:17:21
640468412933;2023-09-07 04:50:33;2020-02-11 04:50:33;Пенсионеры;Пенсионеры по возрасту;3768;4;ИИН есть в реестре ФЛ;Есть прописка;ЗКО;Есть недвижимость;Живой;2;Частично соответствует;71510691;A;1;2025-06-13 12:28:47
486980959059;2025-04-23 23:02:46;2022-03-28 23:02:46;Социально-уязвимые;Малообеспеченные;257;3;ИИН есть в реестре ФЛ;Есть прописка;Улытауская;Нет недвижимости;Живой;2;Не соответствует;98752078;D;9;2025-05-31 19:51:57
136042139769;2025-02-10 12:28:15;2022-02-18 12:28:15;Многодетные семьи;Семьи с детьми-инвалидами;3132;1;ИИН есть в реестре ФЛ;Есть прописка;Костанайская;Нет недвижимости;Живой;3;Соответствует;50651691;A;8;2025-06-10 12:23:46
769215338836;2023-09-28 14:31:23;2019-12-08 14:31:23;Пенсионеры;Малообеспеченные;2455;3;ИИН есть в реестре ФЛ;Нет прописки;Атырауская;Есть недвижимость;Умер;3;Частично соответствует;68257374;C;1;2025-06-04 14:14:01
398504099053;2023-11-07 15:38:09;2023-06-03 15:38:09;Неполные семьи;Семьи с детьми-инвалидами;5113;5;ИИН есть в реестре ФЛ;Нет прописки;ЗКО;Есть недвижимость;Живой;0;Частично соответствует;71544608;D;1;2025-05-27 16:31:16
820132822195;2023-12-20 23:40:27;2023-08-21 23:40:27;Госслужащие;Пенсионеры по возрасту;7127;1;ИИН есть в реестре ФЛ;Нет прописки;Павлодарская;Есть недвижимость;Умер;1;Не соответствует;25321270;B;8;2025-06-13 14:36:25
508611821437;2023-11-25 09:13:08;2021-05-13 09:13:08;Неполные семьи;Неполная семья;6848;1;ИИН есть в реестре ФЛ;Есть прописка;Костанайская;Есть недвижимость;Живой;0;Не соответствует;17442008;A;4;2025-06-22 13:11:54
995955446692;2024-01-17 06:27:07;2021-01-12 06:27:07;Социально-уязвимые;Лица с инвалидностью;8469;4;ИИН есть в реестре ФЛ;Есть прописка;Атырауская;Есть недвижимость;Умер;3;Соответствует;91626279;D;4;2025-06-15 01:55:20
868856272443;2024-11-03 14:29:06;2024-05-04 14:29:06;Социально-уязвимые;Неполная семья;2218;4;ИИН есть в реестре ФЛ;Нет прописки;Алматинская;Нет недвижимости;Живой;3;Соответствует;64378372;B;6;2025-06-08 05:49:37
123852619729;2023-11-30 10:22:30;2023-02-28 10:22:30;Госслужащие;Пенсионеры по возрасту;4558;3;ИИН есть в реестре ФЛ;Нет прописки;Шымкент;Есть недвижимость;Живой;2;Соответствует;90207557;A;4;2025-06-18 02:04:32
903999400646;2025-04-07 00:40:08;2023-02-01 00:40:08;Госслужащие;Пенсионеры по возрасту;5706;2;ИИН есть в реестре ФЛ;Есть прописка;Кызылординская;Нет недвижимости;Живой;1;Частично соответствует;29496674;C;7;2025-05-31 15:56:11
513813535558;2024-11-26 11:29:06;2022-07-18 11:29:06;Пенсионеры;Малообеспеченные;6121;5;ИИН есть в реестре ФЛ;Нет прописки;Кызылординская;Нет недвижимости;Умер;3;Соответствует;99311794;B;10;2025-06-21 19:09:12
851076108130;2024-08-19 22:45:43;2024-03-28 22:45:43;Многодетные семьи;Лица с инвалидностью;397;4;ИИН есть в реестре ФЛ;Нет прописки;Улытауская;Нет недвижимости;Живой;2;Не соответствует;94362338;D;1;2025-06-08 02:31:39
679405728255;2023-07-13 03:28:33;2022-04-05 03:28:33;Многодетные семьи;Пенсионеры по возрасту;9622;1;ИИН есть в реестре ФЛ;Нет прописки;Улытауская;Есть недвижимость;Живой;0;Частично соответствует;25220089;A;1;2025-06-17 20:17:48
190818307864;2024-10-23 18:08:09;2024-05-29 18:08:09;Социально-уязвимые;Пенсионеры по возрасту;2688;5;ИИН есть в реестре ФЛ;Есть прописка;ЗКО;Есть недвижимость;Живой;3;Не соответствует;96543522;D;4;2025-06-06 03:52:53
365602180699;2024-08-29 10:10:51;2023-09-15 10:10:51;Неполные семьи;Семьи с детьми-инвалидами;8895;2;ИИН есть в реестре ФЛ;Есть прописка;Кызылординская;Есть недвижимость;Умер;1;Не соответствует;70995641;C;2;2025-06-18 00:57:07
749139196047;2024-11-18 16:28:07;2021-08-25 16:28:07;Многодетные семьи;Неполная семья;4250;1;ИИН есть в реестре ФЛ;Есть прописка;Павлодарская;Нет недвижимости;Умер;0;Соответствует;78843964;C;7;2025-05-28 06:30:34
228129580683;2024-01-24 07:02:41;2021-08-26 07:02:41;Пенсионеры;Лица с инвалидностью;2613;1;ИИН есть в реестре ФЛ;Нет прописки;Шымкент;Нет недвижимости;Живой;0;Соответствует;16318123;A;7;2025-06-23 09:41:07
485279477618;2025-04-20 07:05:45;2021-12-18 07:05:45;Социально-уязвимые;Неполная семья;892;2;ИИН есть в реестре ФЛ;Есть прописка;ВКО;Нет недвижимости;Умер;3;Частично соответствует;88420713;B;4;2025-06-11 04:06:34
422209566540;2025-01-17 05:44:14;2024-09-20 05:44:14;Многодетные семьи;Малообеспеченные;6003;3;ИИН есть в реестре ФЛ;Нет прописки;Улытауская;Нет недвижимости;Живой;0;Не соответствует;39825267;C;10;2025-06-15 05:16:29
130776114792;2025-06-01 21:32:47;2022-03-29 21:32:47;Госслужащие;Лица с инвалидностью;8107;1;ИИН есть в реестре ФЛ;Есть прописка;Жетысуская;Нет недвижимости;Умер;1;Не соответствует;83980454;A;10;2025-06-08 07:25:25
305225092402;2024-12-15 19:30:20;2021-04-16 19:30:20;Многодетные семьи;Пенсионеры по возрасту;3481;3;ИИН есть в реестре ФЛ;Есть прописка;Улытауская;Нет недвижимости;Умер;1;Соответствует;12662016;B;6;2025-06-16 02:17:16
174037301862;2025-04-08 06:43:23;2024-11-17 06:43:23;Госслужащие;Пенсионеры по возрасту;2558;2;ИИН есть в реестре ФЛ;Есть прописка;СКО;Нет недвижимости;Умер;2;Частично соответствует;94173671;A;8;2025-06-17 16:09:30
245598178807;2024-08-18 16:10:22;2021-05-24 16:10:22;Многодетные семьи;Лица с инвалидностью;970;2;ИИН есть в реестре ФЛ;Есть прописка;Кызылординская;Нет недвижимости;Живой;2;Частично соответствует;27728059;B;7;2025-06-05 17:57:17
414101537510;2025-01-10 13:38:57;2023-09-20 13:38:57;Неполные семьи;Семьи с детьми-инвалидами;2149;1;ИИН есть в реестре ФЛ;Нет прописки;Алматинская;Нет недвижимости;Умер;0;Соответствует;72679873;B;7;2025-05-25 20:05:28
870776982623;2025-01-18 11:49:08;2023-10-28 11:49:08;Многодетные семьи;Малообеспеченные;7394;1;ИИН есть в реестре ФЛ;Есть прописка;Алматы;Нет недвижимости;Живой;1;Частично соответствует;31432267;C;7;2025-05-31 17:48:37
508138145177;2025-02-20 03:12:09;2022-10-09 03:12:09;Пенсионеры;Неполная семья;420;2;ИИН есть в реестре ФЛ;Есть прописка;Шымкент;Нет недвижимости;Живой;1;Не соответствует;52628765;A;10;2025-06-02 08:04:10
412254344776;2023-09-22 17:43:13;2023-05-19 17:43:13;Госслужащие;Малообеспеченные;5733;2;ИИН есть в реестре ФЛ;Нет прописки;Жетысуская;Нет недвижимости;Умер;1;Не соответствует;37564773;C;8;2025-06-19 16:07:33
486101290582;2025-04-02 03:10:39;2024-07-11 03:10:39;Социально-уязвимые;Пенсионеры по возрасту;5012;3;ИИН есть в реестре ФЛ;Нет прописки;Кызылординская;Нет недвижимости;Живой;1;Частично соответствует;89565803;A;3;2025-06-13 15:22:58
377735370722;2024-06-24 23:50:04;2022-04-29 23:50:04;Пенсионеры;Неполная семья;4860;4;ИИН есть в реестре ФЛ;Есть прописка;Алматы;Есть недвижимость;Живой;1;Не соответствует;42078278;B;10;2025-06-22 11:04:02
599343316558;2025-05-17 06:16:18;2021-12-25 06:16:18;Пенсионеры;Лица с инвалидностью;2896;1;ИИН есть в реестре ФЛ;Есть прописка;Павлодарская;Есть недвижимость;Живой;2;Соответствует;79288689;C;4;2025-06-22 08:16:58
785026698876;2023-07-26 14:59:43;2020-03-04 14:59:43;Неполные семьи;Малообеспеченные;5827;4;ИИН есть в реестре ФЛ;Есть прописка;Туркестанская;Нет недвижимости;Живой;1;Не соответствует;44576614;A;1;2025-06-09 04:57:07
825073104175;2024-09-10 07:32:05;2020-10-20 07:32:05;Социально-уязвимые;Лица с инвалидностью;2167;4;ИИН есть в реестре ФЛ;Нет прописки;Актюбинская;Нет недвижимости;Живой;2;Не соответствует;61575781;C;3;2025-05-25 19:17:12
411330638234;2024-02-18 06:30:08;2022-10-19 06:30:08;Социально-уязвимые;Семьи с детьми-инвалидами;1745;4;ИИН есть в реестре ФЛ;Есть прописка;Алматы;Нет недвижимости;Живой;3;Частично соответствует;63810489;D;7;2025-05-29 21:37:57
338600393269;2024-08-24 12:44:42;2024-03-09 12:44:42;Неполные семьи;Лица с инвалидностью;2750;3;ИИН есть в реестре ФЛ;Есть прописка;СКО;Есть недвижимость;Умер;0;Не соответствует;35779547;B;5;2025-06-22 09:24:39
890050745746;2025-01-26 19:08:28;2021-06-18 19:08:28;Социально-уязвимые;Лица с инвалидностью;2382;2;ИИН есть в реестре ФЛ;Есть прописка;Улытауская;Есть недвижимость;Живой;1;Не соответствует;50820265;C;4;2025-06-01 20:06:31
936728550291;2023-07-25 04:40:28;2020-06-24 04:40:28;Пенсионеры;Семьи с детьми-инвалидами;706;5;ИИН есть в реестре ФЛ;Есть прописка;Костанайская;Нет недвижимости;Умер;0;Частично соответствует;67064744;C;9;2025-06-13 21:09:08
376123627952;2024-09-29 05:51:07;2020-08-29 05:51:07;Неполные семьи;Пенсионеры по возрасту;9318;4;ИИН есть в реестре ФЛ;Есть прописка;Павлодарская;Нет недвижимости;Живой;2;Частично соответствует;61081027;A;8;2025-06-18 19:56:14
330705233423;2024-07-21 00:12:31;2020-12-24 00:12:31;Госслужащие;Неполная семья;175;3;ИИН есть в реестре ФЛ;Нет прописки;Алматы;Нет недвижимости;Живой;0;Соответствует;82483701;B;1;2025-06-16 08:09:46
528568652922;2025-01-15 15:05:49;2023-07-27 15:05:49;Неполные семьи;Малообеспеченные;7829;5;ИИН есть в реестре ФЛ;Нет прописки;ВКО;Есть недвижимость;Живой;2;Соответствует;32822309;D;6;2025-06-12 16:18:39
695386064271;2024-04-03 13:22:11;2022-04-08 13:22:11;Неполные семьи;Неполная семья;6831;3;ИИН есть в реестре ФЛ;Нет прописки;Павлодарская;Нет недвижимости;Живой;3;Частично соответствует;74672579;B;1;2025-06-07 05:35:52
259686765275;2025-05-14 07:25:40;2024-07-29 07:25:40;Многодетные семьи;Семьи с детьми-инвалидами;5580;4;ИИН есть в реестре ФЛ;Есть прописка;Туркестанская;Есть недвижимость;Живой;3;Соответствует;77436301;B;1;2025-06-23 10:33:04
463483895353;2024-03-30 09:09:48;2020-03-01 09:09:48;Социально-уязвимые;Семьи с детьми-инвалидами;3651;1;ИИН есть в реестре ФЛ;Есть прописка;Абайская;Есть недвижимость;Умер;0;Частично соответствует;34544681;C;8;2025-05-25 05:19:29
706065654913;2023-10-26 05:57:49;2022-11-06 05:57:49;Пенсионеры;Малообеспеченные;4035;2;ИИН есть в реестре ФЛ;Нет прописки;Актюбинская;Есть недвижимость;Умер;1;Соответствует;95016569;D;10;2025-06-01 13:20:46
283384978009;2023-10-10 11:30:10;2023-01-25 11:30:10;Пенсионеры;Лица с инвалидностью;9331;1;ИИН есть в реестре ФЛ;Есть прописка;СКО;Есть недвижимость;Умер;2;Не соответствует;61293306;A;2;2025-06-15 16:40:21
839010674866;2024-02-04 01:08:15;2020-06-15 01:08:15;Многодетные семьи;Неполная семья;8004;2;ИИН есть в реестре ФЛ;Есть прописка;ВКО;Есть недвижимость;Умер;2;Не соответствует;49140306;C;6;2025-06-15 21:25:58
523933921753;2025-05-29 01:09:59;2022-09-08 01:09:59;Социально-уязвимые;Малообеспеченные;5963;3;ИИН есть в реестре ФЛ;Нет прописки;Атырауская;Нет недвижимости;Живой;0;Частично соответствует;86537616;C;9;2025-05-27 16:20:09
963943692231;2024-05-11 15:06:36;2022-04-30 15:06:36;Пенсионеры;Лица с инвалидностью;9979;1;ИИН есть в реестре ФЛ;Нет прописки;Алматы;Есть недвижимость;Живой;1;Соответствует;32071691;D;4;2025-06-20 01:37:09
561038206300;2024-03-01 05:04:48;2023-04-02 05:04:48;Социально-уязвимые;Неполная семья;747;4;ИИН есть в реестре ФЛ;Есть прописка;Атырауская;Есть недвижимость;Умер;1;Частично соответствует;19630408;A;7;2025-06-18 17:29:23
785620381830;2023-12-21 00:09:29;2023-04-16 00:09:29;Неполные семьи;Пенсионеры по возрасту;7400;3;ИИН есть в реестре ФЛ;Есть прописка;ЗКО;Есть недвижимость;Умер;3;Соответствует;96617198;D;5;2025-05-28 15:14:36
840613523046;2025-02-08 12:21:03;2023-03-30 12:21:03;Неполные семьи;Лица с инвалидностью;9387;4;ИИН есть в реестре ФЛ;Есть прописка;Кызылординская;Есть недвижимость;Живой;2;Не соответствует;91005802;A;7;2025-06-16 09:01:19
551644691395;2023-12-21 09:16:45;2021-10-11 09:16:45;Социально-уязвимые;Семьи с детьми-инвалидами;899;3;ИИН есть в реестре ФЛ;Есть прописка;ЗКО;Есть недвижимость;Живой;3;Не соответствует;28979698;C;8;2025-05-31 21:38:15
915949691711;2023-10-14 19:31:04;2023-01-12 19:31:04;Социально-уязвимые;Лица с инвалидностью;5237;5;ИИН есть в реестре ФЛ;Нет прописки;Алматинская;Нет недвижимости;Умер;3;Не соответствует;88128111;B;7;2025-06-23 09:22:11
836553207365;2024-11-10 00:38:59;2020-10-06 00:38:59;Социально-уязвимые;Лица с инвалидностью;2336;4;ИИН есть в реестре ФЛ;Нет прописки;Шымкент;Есть недвижимость;Живой;2;Частично соответствует;99878760;C;8;2025-06-23 07:52:55
574702325015;2024-03-25 01:43:39;2023-01-20 01:43:39;Госслужащие;Неполная семья;4281;3;ИИН есть в реестре ФЛ;Есть прописка;Актюбинская;Есть недвижимость;Живой;1;Соответствует;37216678;B;2;2025-06-03 10:22:34
613852877311;2023-09-15 08:44:44;2022-08-10 08:44:44;Социально-уязвимые;Малообеспеченные;8654;5;ИИН есть в реестре ФЛ;Нет прописки;Алматинская;Нет недвижимости;Живой;0;Не соответствует;29959321;D;7;2025-06-21 22:41:18
414372507498;2023-12-02 15:15:57;2023-04-25 15:15:57;Многодетные семьи;Неполная семья;6006;3;ИИН есть в реестре ФЛ;Есть прописка;ВКО;Есть недвижимость;Умер;1;Частично соответствует;69183626;A;4;2025-06-16 21:41:19
487939635528;2025-05-24 06:56:10;2021-08-06 06:56:10;Госслужащие;Семьи с детьми-инвалидами;4309;4;ИИН есть в реестре ФЛ;Нет прописки;Костанайская;Нет недвижимости;Живой;1;Частично соответствует;39322791;B;3;2025-06-10 02:39:22
635543239669;2024-11-12 06:11:04;2023-04-17 06:11:04;Пенсионеры;Малообеспеченные;5451;2;ИИН есть в реестре ФЛ;Есть прописка;Атырауская;Есть недвижимость;Умер;1;Соответствует;79726529;A;4;2025-05-27 20:17:25
318962444735;2024-05-24 03:17:18;2021-03-26 03:17:18;Социально-уязвимые;Малообеспеченные;2131;1;ИИН есть в реестре ФЛ;Нет прописки;Шымкент;Есть недвижимость;Умер;0;Частично соответствует;40868261;D;7;2025-06-15 08:42:39
216466843902;2024-11-06 08:23:50;2021-10-30 08:23:50;Пенсионеры;Пенсионеры по возрасту;1543;5;ИИН есть в реестре ФЛ;Нет прописки;Мангистауская;Есть недвижимость;Умер;3;Не соответствует;59599406;D;8;2025-06-15 04:24:44
999385782384;2025-04-06 01:58:28;2024-10-23 01:58:28;Социально-уязвимые;Лица с инвалидностью;3217;3;ИИН есть в реестре ФЛ;Нет прописки;СКО;Есть недвижимость;Живой;2;Частично соответствует;75984725;B;2;2025-06-23 21:16:18
695991207265;2024-01-06 14:49:14;2021-12-13 14:49:14;Неполные семьи;Неполная семья;213;1;ИИН есть в реестре ФЛ;Есть прописка;Алматы;Есть недвижимость;Умер;0;Частично соответствует;36463275;D;8;2025-06-21 09:48:09
105025328856;2025-06-03 02:10:13;2023-04-05 02:10:13;Многодетные семьи;Малообеспеченные;2454;3;ИИН есть в реестре ФЛ;Нет прописки;Алматинская;Нет недвижимости;Умер;0;Частично соответствует;97251510;B;10;2025-05-29 20:13:20
887206595885;2024-01-11 04:30:45;2023-02-08 04:30:45;Многодетные семьи;Лица с инвалидностью;4284;3;ИИН есть в реестре ФЛ;Нет прописки;Алматинская;Есть недвижимость;Умер;0;Не соответствует;33792464;A;10;2025-05-27 13:16:34
663517987582;2024-03-10 23:54:25;2021-05-03 23:54:25;Социально-уязвимые;Пенсионеры по возрасту;9069;5;ИИН есть в реестре ФЛ;Есть прописка;Астана;Есть недвижимость;Умер;1;Не соответствует;57187100;D;6;2025-05-31 03:16:17
602720566975;2025-05-09 08:39:31;2023-05-16 08:39:31;Госслужащие;Семьи с детьми-инвалидами;8104;5;ИИН есть в реестре ФЛ;Нет прописки;Жетысуская;Есть недвижимость;Умер;0;Частично соответствует;46722147;D;6;2025-06-22 17:50:19
354568327602;2024-05-19 02:30:23;2020-09-08 02:30:23;Многодетные семьи;Малообеспеченные;7120;2;ИИН есть в реестре ФЛ;Нет прописки;Павлодарская;Есть недвижимость;Умер;0;Соответствует;51099492;C;1;2025-05-28 01:35:18
402030371972;2025-06-11 06:14:35;2021-10-31 06:14:35;Пенсионеры;Малообеспеченные;2086;5;ИИН есть в реестре ФЛ;Есть прописка;Атырауская;Есть недвижимость;Живой;3;Соответствует;97321236;D;2;2025-06-23 12:05:37
710283101566;2024-10-08 11:14:13;2020-10-30 11:14:13;Неполные семьи;Лица с инвалидностью;7107;2;ИИН есть в реестре ФЛ;Нет прописки;ВКО;Есть недвижимость;Умер;2;Не соответствует;39256156;C;5;2025-06-09 17:38:35
770830289019;2024-11-14 10:16:00;2021-11-09 10:16:00;Неполные семьи;Лица с инвалидностью;7981;1;ИИН есть в реестре ФЛ;Есть прописка;СКО;Есть недвижимость;Живой;2;Соответствует;57391656;C;6;2025-06-09 13:38:08
266260861104;2024-12-07 05:47:29;2023-03-14 05:47:29;Многодетные семьи;Лица с инвалидностью;7706;3;ИИН есть в реестре ФЛ;Есть прописка;ВКО;Нет недвижимости;Живой;0;Не соответствует;38970414;B;4;2025-06-02 00:51:05
848646360336;2024-08-11 01:12:08;2020-07-22 01:12:08;Госслужащие;Неполная семья;8170;5;ИИН есть в реестре ФЛ;Есть прописка;ВКО;Нет недвижимости;Умер;1;Не соответствует;92299146;B;3;2025-06-18 00:55:41
566630179473;2023-11-13 22:01:57;2023-04-10 22:01:57;Неполные семьи;Лица с инвалидностью;6891;4;ИИН есть в реестре ФЛ;Нет прописки;Улытауская;Есть недвижимость;Умер;1;Частично соответствует;79178568;A;1;2025-05-28 15:51:11
